item_id,order_id,product_id,quantity,unit_price,discount_percent
I001334,O00662,P0215,4,4772.19,5
I001335,O00855,P0180,1,1887.81,10
I001336,O00144,P0458,4,1075.42,20
I001337,O00968,P0345,2,1726.07,5
I001338,O00689,P0142,3,185.08,0
I001339,O00534,P0160,5,910.64,20
I001340,O00483,P0119,4,2460.7,0
I001341,O00555,P0381,5,3689.5,0
I001342,O00902,P0387,3,7014.36,0
I001343,O00391,P0430,3,991.42,15
I001344,O00437,P0300,2,7022.31,15
I001345,O00777,P0150,2,4230.43,0
I001346,O00750,P0309,5,6934.17,5
I001347,O00891,P0436,4,6710.0,15
I001348,O00432,P0030,1,6934.82,10
I001349,O00863,P0371,3,7247.38,20
I001350,O00337,P0215,3,7866.38,0
I001351,O00014,P0052,4,2017.68,15
I001352,O00227,P0303,4,5358.47,0
I001353,O00800,P0424,-3,4892.46,20
I001354,O00385,P0311,5,6976.11,15
I001355,O00044,P0309,1,4763.71,0
I001356,O00590,P0049,1,7737.16,5
I001357,O00370,P0298,5,3432.45,15
I001358,O00736,P0382,1,2843.71,15
I001359,O00873,P0236,5,6920.95,0
I001360,O00963,P0205,4,5385.64,0
I001361,O00222,P0291,2,290.74,10
I001362,O00102,P0150,4,6434.97,15
I001363,O00870,P0457,3,2932.85,10
I001364,O00361,P0499,2,2285.4,0
I001365,O00333,P0235,3,6172.03,5
I001366,O00215,P0286,5,5221.47,15
I001367,O00772,P0179,2,6773.29,0
I001368,O00342,P0181,5,4352.05,5
I001369,O00325,P0425,3,900.26,0
I001370,O00655,P0208,3,5012.22,5
I001371,O00775,P0196,2,2190.98,15
I001372,O00360,P0173,4,7176.66,5
I001373,O00983,P0087,3,225.83,5
I001374,O00596,P0159,5,5631.8,20
I001375,O00304,P0388,5,4352.21,15
I001376,O00634,P0357,1,1669.09,0
I001377,O00729,P0307,4,6832.45,5
I001378,O00734,P0175,5,2895.02,5
I001379,O00944,P0198,1,6775.57,10
I001380,O00629,P0292,1,2658.31,5
I001381,O00454,P0423,1,2042.64,5
I001382,O00684,P0141,1,4006.49,5
I001383,O00252,P0449,2,3578.81,5
I001384,O00149,P0007,3,2025.07,0
I001385,O00879,P0314,4,6719.65,15
I001386,O00570,P0283,-1,3357.36,20
I001387,O00595,P0205,5,7119.97,15
I001388,O00765,P0134,3,6447.07,10
I001389,O00442,P0190,3,7210.42,5
I001390,O00328,P0277,3,708.62,5
I001391,O00330,P0441,2,6384.9,20
I001392,O00132,P0050,5,5696.0,20
I001393,O00322,P0054,5,1899.81,10
I001394,O00735,P0360,5,6586.51,5
I001395,O00477,P0138,5,6709.25,15
I001396,O00634,P0225,4,4769.4,0
I001397,O00977,P0088,1,4523.67,20
I001398,O00666,P0030,3,3865.35,5
I001399,O00066,P0350,3,616.76,10
I001400,O00584,P0130,0,5737.54,15
I001401,O00442,P0361,2,7891.03,5
I001402,O00678,P0232,3,4353.33,10
I001403,O00339,P0120,5,6407.49,20
I001404,O00969,P0209,2,6153.77,20
I001405,O00323,P0442,1,7770.02,0
I001406,O00730,P0387,3,4740.84,0
I001407,O00629,P0033,5,3368.32,5
I001408,O00751,P0100,2,7840.28,5
I001409,O00856,P0093,1,5230.32,15
I001410,O00747,P0062,3,803.94,15
I001411,O00588,P0359,4,6458.82,15
I001412,O00714,P0243,2,6793.4,5
I001413,O00099,P0160,3,1501.55,15
I001414,O00901,P0130,4,816.8,10
I001415,O00412,P0103,2,2874.49,0
I001416,O00348,P0232,1,4238.55,0
I001417,O00901,P0311,1,7857.88,0
I001418,O00700,P0192,1,1431.25,20
I001419,O00013,P0003,-2,2519.48,20
I001420,O00577,P0192,1,7650.12,5
I001421,O00652,P0318,4,1536.11,5
I001422,O01000,P0177,1,6989.57,5
I001423,O00615,P0192,5,1497.73,15
I001424,O00724,P0434,2,4107.9,15
I001425,O00032,P0319,1,7488.82,0
I001426,O00827,P0479,3,7486.76,0
I001427,O00358,P0350,2,4761.84,5
I001428,O00922,P0052,4,1625.96,5
I001429,O00628,P0472,3,7508.76,20
I001430,O00852,P0200,4,7557.69,20
I001431,O00068,P0174,2,2988.98,5
I001432,O00984,P0419,4,1587.89,15
I001433,O00043,P0184,1,7341.22,15
I001434,O00831,P0432,5,880.36,20
I001435,O00094,P0340,3,7303.75,20
I001436,O00589,P0360,5,4221.22,20
I001437,O00659,P0103,3,2630.5,15
I001438,O00782,P0102,3,7559.55,15
I001439,O00414,P0223,4,750.87,0
I001440,O00504,P0054,3,4533.9,20
I001441,O00399,P0157,4,7939.07,10
I001442,O00790,P0351,1,4267.65,0
I001443,O00193,P0485,1,2526.25,20
I001444,O00766,P0461,5,4388.02,10
I001445,O00757,P0025,5,320.91,10
I001446,O00395,P0097,3,7717.08,0
I001447,O00844,P0423,4,5934.47,20
I001448,O00870,P0092,5,3029.51,0
I001449,O00933,P0110,1,3712.15,5
I001450,O00914,P0114,3,676.41,5
I001451,O00508,P0106,5,5159.33,0
I001452,O00047,P0473,-1,7212.53,0
I001453,O00947,P0149,1,7244.73,10
I001454,O00182,P0200,2,3037.09,15
I001455,O00046,P0080,2,4830.14,20
I001456,O00685,P0133,4,5475.13,10
I001457,O00210,P0482,3,3332.71,0
I001458,O00426,P0422,4,3079.34,5
I001459,O00837,P0399,4,2102.06,0
I001460,O00642,P0355,4,430.21,15
I001461,O00132,P0340,2,657.14,0
I001462,O00119,P0082,4,625.35,20
I001463,O00336,P0086,3,7647.01,15
I001464,O00292,P0275,3,2349.17,20
I001465,O00268,P0056,1,3219.76,5
I001466,O00974,P0045,5,6786.99,5
I001467,O00131,P0266,1,3804.76,0
I001468,O00115,P0118,1,6681.45,5
I001469,O00086,P0391,1,2009.84,20
I001470,O00380,P0225,2,3591.99,0
I001471,O00679,P0479,5,6157.64,5
I001472,O00787,P0108,3,445.69,0
I001473,O00972,P0079,3,6889.95,10
I001474,O00944,P0090,3,3750.08,0
I001475,O00401,P0195,2,7579.89,20
I001476,O00066,P0116,2,5054.99,10
I001477,O00674,P0370,4,299.95,15
I001478,O00072,P0432,2,4853.11,10
I001479,O00571,P0083,2,4422.27,10
I001480,O00059,P0058,1,3338.4,20
I001481,O00018,P0317,2,5820.23,10
I001482,O00380,P0020,2,7222.0,5
I001483,O00007,P0196,1,4545.42,15
I001484,O00788,P0291,1,6870.32,0
I001485,O00578,P0280,-1,5226.01,15
I001486,O00960,P0293,4,2331.5,20
I001487,O00397,P0231,2,5494.76,20
I001488,O00257,P0177,4,3885.12,5
I001489,O00466,P0275,3,1868.33,10
I001490,O00653,P0375,2,7708.01,15
I001491,O00264,P0452,2,3007.82,0
I001492,O00443,P0413,3,1237.47,15
I001493,O00421,P0364,5,6828.3,15
I001494,O00129,P0431,3,1744.0,15
I001495,O00432,P0453,4,3738.59,15
I001496,O00455,P0488,4,3761.79,10
I001497,O00334,P0341,4,1151.61,20
I001498,O00211,P0126,2,5729.46,20
I001499,O00200,P0486,5,2970.98,15
I001500,O00562,P0442,0,3061.05,10
I001501,O00219,P0202,2,3814.84,20
I001502,O00668,P0232,3,7246.94,20
I001503,O00423,P0027,2,1815.71,20
I001504,O00912,P0081,4,7503.26,15
I001505,O00185,P0483,4,288.3,5
I001506,O00396,P0291,2,2259.23,20
I001507,O00788,P0080,4,4643.05,5
I001508,O00155,P0211,3,3801.78,5
I001509,O00781,P0477,4,2598.1,20
I001510,O00544,P0377,1,5441.9,0
I001511,O00088,P0011,1,7369.36,0
I001512,O00340,P0437,1,2575.02,10
I001513,O00208,P0381,2,7667.86,10
I001514,O00861,P0034,3,5023.53,10
I001515,O00598,P0464,4,3853.19,5
I001516,O00297,P0156,1,6438.45,5
I001517,O00923,P0451,2,1389.73,0
I001518,O00546,P0467,-2,1350.42,20
I001519,O00644,P0241,3,5550.71,5
I001520,O01000,P0059,2,7282.56,0
I001521,O00774,P0021,2,7053.83,15
I001522,O00389,P0245,2,6160.39,20
I001523,O00705,P0419,3,7454.44,20
I001524,O00586,P0094,4,7162.51,15
I001525,O00970,P0344,5,2816.25,10
I001526,O00088,P0454,3,644.23,5
I001527,O00640,P0154,4,7342.44,0
I001528,O00958,P0405,2,7696.44,10
I001529,O00300,P0365,1,2902.22,15
I001530,O00017,P0319,5,3400.14,5
I001531,O00374,P0436,3,1616.98,10
I001532,O00533,P0463,1,3967.91,5
I001533,O00054,P0333,2,5634.07,10
I001534,O00460,P0222,3,419.6,15
I001535,O00676,P0042,3,4455.07,5
I001536,O00893,P0475,5,184.36,20
I001537,O00020,P0155,4,1677.17,15
I001538,O00390,P0199,1,5592.78,10
I001539,O00714,P0193,3,2997.67,20
I001540,O00875,P0402,4,3316.84,10
I001541,O00136,P0483,3,5781.03,20
I001542,O00198,P0251,3,2206.71,15
I001543,O00941,P0344,1,6463.25,10
I001544,O00883,P0261,1,281.76,5
I001545,O00826,P0391,1,2019.39,5
I001546,O00383,P0034,2,4618.08,5
I001547,O00798,P0045,1,176.2,0
I001548,O00755,P0414,3,6974.26,20
I001549,O00073,P0080,5,5046.4,15
I001550,O00647,P0448,3,6310.44,0
I001551,O00628,P0063,-3,1195.85,0
I001552,O00191,P0047,1,130.34,5
I001553,O00216,P0026,1,3156.52,20
I001554,O00198,P0244,2,5695.08,15
I001555,O00620,P0362,2,3806.76,20
I001556,O00886,P0441,1,3595.88,20
I001557,O00007,P0041,2,7796.1,10
I001558,O00148,P0450,5,4645.93,5
I001559,O00717,P0064,1,1586.77,10
I001560,O00775,P0117,2,3217.88,20
I001561,O00304,P0308,4,4102.57,10
I001562,O00224,P0219,3,6613.3,5
I001563,O00544,P0004,3,2323.45,5
I001564,O00067,P0032,1,4001.99,0
I001565,O00635,P0387,4,731.62,15
I001566,O00013,P0382,1,2615.34,10
I001567,O00715,P0349,5,5457.74,0
I001568,O00583,P0135,3,3661.22,15
I001569,O00380,P0256,3,6130.96,10
I001570,O00560,P0382,2,1902.08,5
I001571,O00044,P0354,3,3336.89,15
I001572,O00333,P0473,4,3762.63,15
I001573,O00464,P0079,2,5929.09,15
I001574,O00430,P0487,1,6999.56,10
I001575,O00391,P0446,2,3255.4,0
I001576,O00445,P0406,2,1293.21,5
I001577,O00223,P0049,1,3191.2,5
I001578,O00278,P0173,2,271.28,15
I001579,O00163,P0156,5,2293.59,5
I001580,O00499,P0311,4,3519.56,5
I001581,O00500,P0497,1,2891.62,0
I001582,O00069,P0488,3,5677.59,20
I001583,O00297,P0073,2,4198.23,15
I001584,O00823,P0111,-2,202.44,10
I001585,O00647,P0082,3,5080.63,20
I001586,O00440,P0314,1,4833.01,20
I001587,O00289,P0175,3,6476.28,5
I001588,O00379,P0290,4,598.69,15
I001589,O00379,P0214,2,1754.7,10
I001590,O00705,P0120,3,5107.58,15
I001591,O00806,P0144,5,2791.98,10
I001592,O00716,P0100,2,7727.24,20
I001593,O00995,P0467,2,5694.03,20
I001594,O00243,P0417,2,3959.84,15
I001595,O00912,P0010,3,4136.59,0
I001596,O00394,P0385,2,5026.5,0
I001597,O00542,P0252,4,4860.54,10
I001598,O00069,P0231,4,6241.72,10
I001599,O00729,P0074,3,6797.4,0
I001600,O00486,P0127,0,5101.25,10
I001601,O00365,P0423,5,3912.17,5
I001602,O00803,P0140,3,3929.11,10
I001603,O00620,P0453,5,1680.46,5
I001604,O00981,P0473,5,4880.14,10
I001605,O00752,P0032,2,4235.67,20
I001606,O00290,P0128,4,3441.63,0
I001607,O00306,P0134,2,1238.07,0
I001608,O00030,P0334,4,721.81,15
I001609,O00795,P0466,2,3628.81,15
I001610,O00569,P0081,5,3608.7,10
I001611,O00111,P0480,3,3701.95,5
I001612,O00724,P0311,4,2349.63,20
I001613,O00132,P0166,1,1078.93,10
I001614,O00566,P0245,3,1219.85,15
I001615,O00564,P0014,4,5205.99,15
I001616,O00183,P0168,5,6704.98,0
I001617,O00660,P0145,-3,6076.28,0
I001618,O00905,P0262,1,5809.94,5
I001619,O00509,P0033,1,1205.3,0
I001620,O00536,P0084,2,825.69,10
I001621,O00996,P0183,3,741.15,10
I001622,O00769,P0036,4,3264.42,0
I001623,O00538,P0214,4,5587.23,20
I001624,O00843,P0046,2,3643.14,0
I001625,O00782,P0467,3,1896.43,0
I001626,O00661,P0350,5,291.38,5
I001627,O00491,P0022,1,1830.11,5
I001628,O00973,P0079,2,4054.61,10
I001629,O00397,P0388,4,252.12,10
I001630,O00505,P0013,4,4445.25,0
I001631,O00205,P0302,1,1749.81,20
I001632,O00504,P0004,3,5644.41,20
I001633,O00903,P0189,5,7198.77,5
I001634,O00407,P0109,2,4336.22,20
I001635,O00289,P0137,5,3056.97,15
I001636,O00164,P0428,2,6057.95,10
I001637,O00343,P0101,3,7193.63,15
I001638,O00123,P0334,3,3668.03,15
I001639,O00618,P0496,5,6183.13,5
I001640,O00190,P0058,1,3160.87,0
I001641,O00761,P0478,2,1681.13,20
I001642,O00754,P0383,3,6680.14,5
I001643,O00908,P0304,3,2951.41,0
I001644,O00664,P0321,2,4578.09,10
I001645,O00223,P0262,1,2548.22,5
I001646,O00850,P0093,3,1730.19,15
I001647,O00738,P0168,4,7875.41,20
I001648,O00772,P0085,4,3893.39,20
I001649,O00293,P0408,2,713.63,0
I001650,O00906,P0001,-3,495.22,0
I001651,O00970,P0141,1,2497.23,15
I001652,O00747,P0291,2,868.14,10
I001653,O00221,P0331,2,7770.43,10
I001654,O00078,P0144,4,5263.65,10
I001655,O00789,P0018,1,2486.2,10
I001656,O00468,P0477,2,1050.57,0
I001657,O00902,P0477,4,1479.19,0
I001658,O00089,P0372,2,3696.43,20
I001659,O00712,P0286,3,2233.53,20
I001660,O00492,P0033,2,1802.26,15
I001661,O00695,P0194,1,393.57,15
I001662,O00851,P0239,4,1482.68,0
I001663,O00591,P0460,1,5287.22,10
I001664,O00727,P0145,4,1701.32,10
I001665,O00025,P0344,3,7709.2,5
I001666,O00241,P0354,4,6501.8,0
I001667,O00895,P0289,4,4515.66,15
I001668,O00811,P0119,1,2363.49,0
I001669,O00613,P0189,4,6583.64,20
I001670,O00168,P0192,3,5836.97,20
I001671,O00150,P0165,3,3315.31,20
I001672,O00412,P0191,4,7869.75,10
I001673,O00152,P0417,4,5438.11,15
I001674,O00369,P0493,4,782.92,10
I001675,O00907,P0071,3,7405.28,15
I001676,O00462,P0386,5,6908.22,5
I001677,O00912,P0022,3,4100.19,5
I001678,O00614,P0175,5,5098.31,5
I001679,O00872,P0409,5,1202.22,5
I001680,O00845,P0355,4,745.77,15
I001681,O00902,P0058,5,4397.57,20
I001682,O00107,P0295,1,2112.27,20
I001683,O00681,P0483,-3,1891.58,10
I001684,O00501,P0060,3,5881.65,10
I001685,O00562,P0480,4,4232.66,15
I001686,O00225,P0296,3,6023.63,0
I001687,O00232,P0328,4,1330.04,5
I001688,O00734,P0001,5,6419.49,15
I001689,O00148,P0469,1,5590.01,10
I001690,O00248,P0387,4,2492.58,5
I001691,O00555,P0327,1,7617.25,5
I001692,O00025,P0009,1,2436.69,5
I001693,O00191,P0424,1,629.47,15
I001694,O00974,P0061,4,7564.51,15
I001695,O00011,P0358,5,2471.7,15
I001696,O00384,P0107,3,3485.34,20
I001697,O00942,P0245,5,4787.36,15
I001698,O00033,P0256,3,2876.83,10
I001699,O00718,P0243,4,6048.05,0
I001700,O00433,P0353,0,4999.83,10
I001701,O00972,P0498,4,7957.64,15
I001702,O00040,P0493,4,6096.49,0
I001703,O00487,P0130,5,827.19,5
I001704,O00742,P0426,1,3692.02,10
I001705,O00248,P0310,4,371.3,10
I001706,O00566,P0398,4,1810.79,15
I001707,O00098,P0006,2,4788.09,0
I001708,O00958,P0260,4,645.89,5
I001709,O00475,P0141,5,3166.61,20
I001710,O00670,P0371,1,2100.31,0
I001711,O00715,P0265,4,1473.96,15
I001712,O00301,P0438,2,414.55,20
I001713,O00340,P0219,1,5525.78,0
I001714,O00204,P0247,4,2067.44,15
I001715,O00795,P0382,2,6202.46,0
I001716,O00310,P0094,-2,6937.97,20
I001717,O00866,P0253,2,5739.24,0
I001718,O00104,P0085,2,1142.79,20
I001719,O00577,P0013,4,4019.55,15
I001720,O00022,P0363,5,7191.75,10
I001721,O00651,P0279,1,3407.13,0
I001722,O00286,P0224,5,5646.18,0
I001723,O00067,P0045,3,7034.47,10
I001724,O00487,P0206,5,7362.27,5
I001725,O00124,P0013,2,782.38,5
I001726,O00681,P0101,4,5312.91,20
I001727,O00383,P0286,3,3875.25,5
I001728,O00597,P0212,1,4521.37,5
I001729,O00208,P0076,3,1152.4,15
I001730,O00012,P0191,1,4130.55,0
I001731,O00116,P0269,3,4726.03,0
I001732,O00311,P0451,2,2624.28,5
I001733,O00882,P0246,2,1590.47,15
I001734,O00490,P0246,2,882.47,15
I001735,O00567,P0325,5,6883.67,0
I001736,O00150,P0342,2,6876.98,5
I001737,O00882,P0390,1,3873.74,0
I001738,O00580,P0085,2,5052.83,15
I001739,O00860,P0321,3,7507.11,10
I001740,O00417,P0031,4,438.98,10
I001741,O00800,P0203,1,1621.58,10
I001742,O00401,P0231,5,6707.34,5
I001743,O00767,P0465,2,3886.99,20
I001744,O00911,P0209,2,2006.59,20
I001745,O00295,P0255,1,3518.66,0
I001746,O00428,P0034,5,770.26,5
I001747,O00792,P0329,1,3019.22,15
I001748,O00288,P0238,3,2497.63,20
I001749,O00620,P0168,-2,4140.38,15
I001750,O00776,P0447,5,5592.47,20
I001751,O00614,P0339,5,1184.41,10
I001752,O00094,P0355,4,7804.29,20
I001753,O00530,P0316,1,2087.58,10
I001754,O00957,P0139,3,4796.03,5
I001755,O00321,P0475,3,7267.02,20
I001756,O00196,P0179,3,1615.59,10
I001757,O00531,P0347,4,2300.32,20
I001758,O00435,P0343,2,6169.68,5
I001759,O00822,P0395,3,1600.73,10
I001760,O00730,P0278,5,2637.03,15
I001761,O00596,P0267,2,1025.97,10
I001762,O00654,P0127,2,4825.24,10
I001763,O00188,P0455,4,3062.49,15
I001764,O00496,P0368,3,7466.62,15
I001765,O00551,P0175,2,2112.33,0
I001766,O00259,P0064,4,6523.6,15
I001767,O00004,P0035,2,6514.73,10
I001768,O00951,P0254,4,7484.53,20
I001769,O00598,P0421,3,4137.84,15
I001770,O00204,P0137,1,7854.46,15
I001771,O00610,P0056,4,3553.66,10
I001772,O00123,P0072,2,1071.04,0
I001773,O00043,P0434,1,2291.11,20
I001774,O00549,P0138,2,6292.58,15
I001775,O00210,P0021,5,573.05,0
I001776,O00346,P0320,3,2345.09,5
I001777,O00237,P0113,5,4868.92,10
I001778,O00951,P0283,3,6742.07,5
I001779,O00024,P0284,5,2602.07,5
I001780,O00176,P0413,4,1704.82,20
I001781,O00018,P0489,2,820.3,20
I001782,O00998,P0139,-1,855.9,15
I001783,O00227,P0124,4,4915.9,5
I001784,O00940,P0113,3,948.36,5
I001785,O00688,P0158,4,4679.14,20
I001786,O00870,P0198,4,1785.76,0
I001787,O00868,P0042,4,5728.16,15
I001788,O00154,P0379,4,6819.63,15
I001789,O00024,P0278,3,1720.52,15
I001790,O00448,P0405,5,2804.08,0
I001791,O00512,P0260,5,3164.42,15
I001792,O00622,P0106,3,1241.67,0
I001793,O00616,P0429,4,1430.22,15
I001794,O00213,P0112,3,2890.8,10
I001795,O00255,P0367,3,7197.78,15
I001796,O00615,P0450,4,7689.18,20
I001797,O00250,P0331,1,3672.74,0
I001798,O00399,P0293,3,2940.21,0
I001799,O00503,P0224,4,7282.59,0
I001800,O00448,P0131,0,1905.6,10
I001801,O00934,P0134,4,1348.98,5
I001802,O00875,P0300,5,4832.93,5
I001803,O00867,P0019,4,2980.12,5
I001804,O00093,P0363,2,829.78,20
I001805,O00052,P0129,1,4249.51,10
I001806,O00464,P0077,3,1218.91,15
I001807,O00286,P0446,2,1909.8,10
I001808,O00171,P0267,1,1931.34,0
I001809,O00636,P0027,5,5271.51,5
I001810,O00296,P0281,4,7541.93,5
I001811,O00242,P0009,2,4860.81,0
I001812,O00069,P0396,1,2225.45,5
I001813,O00547,P0064,4,4472.17,10
I001814,O00741,P0092,2,4315.89,5
I001815,O00252,P0403,-2,6857.72,10
I001816,O00526,P0417,1,4057.21,0
I001817,O00404,P0070,2,481.92,5
I001818,O00867,P0068,2,6907.34,10
I001819,O00588,P0401,3,3753.0,15
I001820,O00180,P0364,1,5736.09,5
I001821,O00656,P0311,1,629.88,15
I001822,O00140,P0001,3,3740.1,15
I001823,O00694,P0387,4,4447.49,15
I001824,O00911,P0269,4,7700.63,20
I001825,O00363,P0403,5,4662.03,15
I001826,O00770,P0129,5,7501.27,5
I001827,O00516,P0440,4,1097.29,0
I001828,O00212,P0038,5,7958.25,10
I001829,O00119,P0310,4,3122.32,10
I001830,O00383,P0013,3,3949.05,0
I001831,O00221,P0223,2,3654.53,20
I001832,O00810,P0389,2,5227.66,10
I001833,O00406,P0126,2,229.39,5
I001834,O00926,P0225,3,3945.53,15
I001835,O00730,P0239,3,7070.83,15
I001836,O00134,P0213,1,2038.39,5
I001837,O00919,P0328,1,2433.8,0
I001838,O00359,P0239,4,7107.67,15
I001839,O00080,P0307,3,2902.72,20
I001840,O00565,P0245,1,7478.42,15
I001841,O00070,P0181,3,1628.49,20
I001842,O00170,P0006,1,1252.92,20
I001843,O00277,P0031,1,4125.1,20
I001844,O00381,P0013,4,3286.96,20
I001845,O00472,P0178,5,2679.7,10
I001846,O00053,P0411,5,4726.41,15
I001847,O00777,P0250,4,6132.75,0
I001848,O00683,P0400,-3,6016.6,20
I001849,O00069,P0496,2,7470.29,15
I001850,O00339,P0339,4,5878.45,10
I001851,O00148,P0073,2,836.2,15
I001852,O00283,P0202,2,430.94,10
I001853,O00013,P0489,2,1636.5,20
I001854,O00199,P0214,2,3472.6,20
I001855,O00262,P0470,2,104.48,0
I001856,O00168,P0440,1,2197.51,15
I001857,O00806,P0034,2,3799.62,5
I001858,O00948,P0345,4,1002.47,15
I001859,O00832,P0461,3,4972.71,10
I001860,O00872,P0241,3,4658.64,20
I001861,O00911,P0462,3,5089.04,10
I001862,O00540,P0080,5,4208.38,10
I001863,O00826,P0305,2,1886.97,0
I001864,O00445,P0248,3,2692.41,20
I001865,O00308,P0256,4,505.16,20
I001866,O00308,P0411,3,941.32,5
I001867,O00569,P0115,2,7057.89,5
I001868,O00476,P0464,2,7415.81,20
I001869,O00518,P0186,4,5965.94,15
I001870,O00581,P0170,3,740.92,5
I001871,O00639,P0247,1,6222.23,0
I001872,O00447,P0208,4,1316.96,15
I001873,O00032,P0171,3,1033.99,5
I001874,O00499,P0451,4,7429.9,15
I001875,O00603,P0110,4,3497.83,5
I001876,O00294,P0125,5,6455.78,10
I001877,O00164,P0307,3,4788.22,0
I001878,O00104,P0043,1,6389.93,0
I001879,O00154,P0277,4,3991.92,0
I001880,O00957,P0497,2,7935.51,0
I001881,O00483,P0091,-1,2402.24,10
I001882,O00696,P0352,3,5361.86,0
I001883,O00042,P0085,3,2708.12,0
I001884,O00597,P0043,1,4953.47,5
I001885,O00809,P0088,4,6611.11,15
I001886,O00111,P0137,5,2402.28,20
I001887,O00074,P0426,5,2347.11,0
I001888,O00474,P0311,3,1343.41,20
I001889,O00099,P0255,5,1867.96,10
I001890,O00033,P0202,3,5353.57,15
I001891,O00830,P0232,3,7618.47,10
I001892,O00301,P0335,4,3401.96,5
I001893,O00814,P0434,3,5363.42,5
I001894,O00247,P0237,2,5655.55,0
I001895,O00082,P0031,5,7013.62,5
I001896,O00111,P0230,2,1279.68,0
I001897,O00290,P0395,3,5533.03,20
I001898,O00245,P0368,4,3539.15,0
I001899,O00953,P0330,5,5862.11,10
I001900,O00960,P0364,0,7175.16,0
I001901,O00373,P0081,4,1612.76,0
I001902,O00051,P0017,3,3177.52,15
I001903,O00475,P0338,4,6291.43,10
I001904,O00461,P0069,3,5987.72,15
I001905,O00675,P0162,5,6958.26,5
I001906,O00008,P0446,2,7638.89,15
I001907,O00096,P0250,3,1270.53,5
I001908,O00246,P0263,5,4013.33,10
I001909,O00930,P0104,2,3401.17,0
I001910,O00647,P0185,3,6421.65,10
I001911,O00346,P0002,1,3914.11,20
I001912,O00207,P0109,2,2726.89,20
I001913,O00281,P0272,4,7127.73,20
I001914,O00628,P0475,-1,3536.01,0
I001915,O00466,P0494,5,4422.27,20
I001916,O00774,P0234,1,2347.44,0
I001917,O00418,P0302,1,3848.69,15
I001918,O00952,P0238,5,4617.99,10
I001919,O00855,P0303,2,3649.24,10
I001920,O00913,P0334,1,6552.22,20
I001921,O00261,P0203,3,133.85,5
I001922,O00042,P0114,4,1987.94,0
I001923,O00441,P0025,1,6438.89,10
I001924,O00549,P0417,5,7525.34,0
I001925,O00514,P0445,3,6174.32,0
I001926,O00509,P0298,2,4319.31,20
I001927,O00295,P0400,1,6856.35,15
I001928,O00575,P0372,3,1500.17,5
I001929,O00015,P0351,4,729.45,5
I001930,O00970,P0246,1,885.73,10
I001931,O00174,P0337,3,5407.31,15
I001932,O00166,P0464,4,1712.34,5
I001933,O00371,P0050,3,2544.99,20
I001934,O00709,P0281,1,702.18,5
I001935,O00895,P0063,1,7633.33,0
I001936,O00798,P0395,3,7724.64,0
I001937,O00784,P0232,3,1059.37,20
I001938,O00477,P0262,1,3901.81,20
I001939,O00285,P0403,1,2914.45,0
I001940,O00362,P0091,4,6472.15,20
I001941,O00968,P0129,1,7296.27,20
I001942,O00824,P0497,1,7937.77,5
I001943,O00150,P0176,2,4224.48,20
I001944,O00199,P0246,3,335.33,15
I001945,O00812,P0388,4,918.2,20
I001946,O00795,P0416,4,1777.64,5
I001947,O00636,P0327,-3,6007.1,0
I001948,O01000,P0382,2,6692.64,15
I001949,O00571,P0395,4,3159.48,10
I001950,O00204,P0461,1,387.4,5
I001951,O00004,P0293,3,235.26,10
I001952,O00665,P0174,4,6022.89,0
I001953,O00993,P0162,4,773.28,0
I001954,O00609,P0267,5,6152.39,20
I001955,O00140,P0243,4,4473.32,20
I001956,O00744,P0390,3,1046.05,0
I001957,O00806,P0428,3,2043.7,20
I001958,O00842,P0218,3,407.62,0
I001959,O00057,P0481,3,5352.11,5
I001960,O00713,P0133,4,7994.32,10
I001961,O00349,P0436,4,7852.35,20
I001962,O00373,P0039,4,2536.24,10
I001963,O00417,P0012,1,7851.91,10
I001964,O00190,P0365,1,6969.09,20
I001965,O00618,P0307,1,2964.0,0
I001966,O00999,P0136,3,2614.66,0
I001967,O00188,P0296,2,4699.6,0
I001968,O00238,P0026,3,2560.76,20
I001969,O00773,P0278,1,6511.46,20
I001970,O00958,P0296,5,2447.93,20
I001971,O00674,P0153,1,7173.07,0
I001972,O00320,P0471,4,834.44,10
I001973,O00276,P0380,1,1181.44,0
I001974,O00972,P0484,5,131.67,15
I001975,O00044,P0241,3,3307.31,0
I001976,O00271,P0082,5,7523.29,5
I001977,O00084,P0172,2,1562.52,20
I001978,O00718,P0444,1,5083.63,0
I001979,O00482,P0112,2,1438.02,20
I001980,O00245,P0209,-3,4231.5,10
I001981,O00591,P0407,2,3991.96,5
I001982,O00061,P0221,2,4944.74,15
I001983,O00198,P0423,5,2412.38,5
I001984,O00415,P0499,5,3351.19,20
I001985,O00295,P0138,2,4969.44,0
I001986,O00724,P0216,3,5221.87,15
I001987,O00002,P0059,4,4766.83,10
I001988,O00708,P0066,5,1556.43,20
I001989,O00123,P0496,2,1146.34,0
I001990,O00237,P0128,1,5876.89,15
I001991,O00137,P0495,2,2284.74,0
I001992,O00589,P0002,2,5766.17,0
I001993,O00424,P0055,3,1730.03,5
I001994,O00151,P0371,1,6963.53,10
I001995,O00421,P0194,5,5474.48,15
I001996,O00680,P0104,2,1733.57,10
I001997,O00193,P0446,2,3970.32,10
I001998,O00448,P0026,3,124.15,15
I001999,O00163,P0032,1,6011.76,20
I002000,O00297,P0105,0,972.29,10
